medcode,readcode,readterm,cat,score
57184,Byu4200,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face,Any malignancy,2
22158,B630000,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",Any malignancy,2
288083,B06y000,Malignant neoplasm of branchial cleft,Any malignancy,2
27562,BBk0.12,[M]Follicular lymphosarcoma NOS,Any malignancy,2
43572,B114.00,Malignant neoplasm of body of stomach,Any malignancy,2
31818,BBK2.00,[M]Myoma and myosarcoma,Any malignancy,2
27944,B800100,Carcinoma in situ of tongue,Any malignancy,2
11628,B1z0.11,Cancer of bowel,Any malignancy,2
31700,B222000,Malignant neoplasm of upper lobe bronchus,Any malignancy,2
288174,B626z00,Malignant mast cell tumour NOS,Any malignancy,2
39430,B0zz.00,"Malignant neoplasm of lip, oral cavity and pharynx NOS",Any malignancy,2
23085,BBEP.00,[M]Epithelioid cell melanoma,Any malignancy,2
23936,ZV10411,[V]Personal history of malignant neoplasm of cervix uteri,Any malignancy,2
247098,1703A,STERNUM MALIGNANT TUMOUR,Any malignancy,2
69980,BBgC.00,"[M]Malignant lymphoma, lymphocytic, well differentiated NOS",Any malignancy,2
65861,BBQ9.00,[M]Dermoid cyst with malignant transformation,Any malignancy,2
52328,B825.00,"Carcinoma in situ of skin of trunk, excluding scrotum",Any malignancy,2
101530,B616z00,"Hodgkin's disease, lymphocytic depletion NOS",Any malignancy,2
215199,B621100,"Mycosis fungoides of the lymph nodes of head, face and neck",Any malignancy,2
4871,BBEN.11,[M]Juvenila melanoma,Any malignancy,2
46792,B512.00,Malignant neoplasm of temporal lobe,Any malignancy,2
32022,B110.00,Malignant neoplasm of cardia of stomach,Any malignancy,2
16527,C333.00,Macroglobulinaemia,Any malignancy,2
297437,B622400,Sezary's disease of lymph nodes of axilla and upper limb,Any malignancy,2
40598,Byu7.00,[X]Malignant neoplasm of female genital organs,Any malignancy,2
42273,BB5T.00,[M]Papillary adenomas and adenocarcinomas,Any malignancy,2
297418,B601400,Lymphosarcoma of lymph nodes of axilla and upper limb,Any malignancy,2
42707,B336100,Malignant neoplasm of skin of upper arm,Any malignancy,2
32246,ZV10111,[V]Personal history of malignant neoplasm of bronchus,Any malignancy,2
47789,B823000,Carcinoma in situ of skin of forehead skin,Any malignancy,2
303098,1538AD,ADENOCARCINOMA COLON,Any malignancy,2
297450,B66yz00,Other monocytic leukaemia NOS,Any malignancy,2
9156,BB1K.00,[M]Oat cell carcinoma,Any malignancy,2
102715,B625000,Letterer-Siwe disease of unspecified sites,Any malignancy,2
32362,B113.00,Malignant neoplasm of fundus of stomach,Any malignancy,2
53599,B300100,Malignant neoplasm of frontal bone,Any malignancy,2
40014,B310100,Malignant neoplasm of soft tissue of face,Any malignancy,2
53349,B8yy.00,Carcinoma in situ of other specified site,Any malignancy,2
92068,B620300,Nodular lymphoma of intra-abdominal lymph nodes,Any malignancy,2
27528,B303.00,"Malignant neoplasm of ribs, sternum and clavicle",Any malignancy,2
100423,B610100,"Hodgkin's paragranuloma of lymph nodes of head, face, neck",Any malignancy,2
201871,1579A,MALIGNANT NEOPLASM PANCREAS,Any malignancy,2
59718,B542z00,Malig neop pituitary gland or craniopharyngeal duct NOS,Any malignancy,2
303109,1639MA,PLEURA MESOTHELIOMA,Any malignancy,2
39059,BBEX.00,[M]Melanoma in situ,Any malignancy,2
103353,B62z300,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes,Any malignancy,2
70824,B540z00,Malignant neoplasm of adrenal gland NOS,Any malignancy,2
98781,BB5F.00,[M]Trabecular adenocarcinoma,Any malignancy,2
47897,B812300,Carcinoma in situ of middle lobe bronchus and lung,Any malignancy,2
233331,B600400,Reticulosarcoma of lymph nodes of axilla and upper limb,Any malignancy,2
33271,B332200,Malignant neoplasm of pinna NEC,Any malignancy,2
17559,B1z0.00,"Malignant neoplasm of intestinal tract, part unspecified",Any malignancy,2
50695,B627500,Diffuse non-Hodgkin mixed sml & lge cell (diffuse) lymphoma,Any malignancy,2
251504,B316.00,Malig neop of connective and soft tissue trunk unspecified,Any malignancy,2
47669,ZV10y14,[V]Personal history of malignant neoplasm of skin,Any malignancy,2
27540,B4A1000,Malignant neoplasm of renal calyces,Any malignancy,2
33497,BB2J.00,"[M]Squamous cell carcinoma, microinvasive",Any malignancy,2
27449,B554.00,Malignant neoplasm of upper limb NOS,Any malignancy,2
63568,B524000,"Malignant neoplasm of peripheral nerves of head, face & neck",Any malignancy,2
96494,BB5Tz00,[M]Papillary adenoma or adenocarcinoma NOS,Any malignancy,2
288180,B64y200,Adult T-cell leukaemia,Any malignancy,2
283753,1830TT,TERATOMA OVARY,Any malignancy,2
48085,ZV10y12,[V]Personal history of malignant neoplasm of brain,Any malignancy,2
274696,2051,MYELOID LEUKAEMIA CHRONIC,Any malignancy,2
27363,BBd2.00,"[M]Meningioma, malignant",Any malignancy,2
33682,B337400,Malignant neoplasm of skin of lower leg,Any malignancy,2
37187,B800z00,"Carcinoma in situ of lip, oral cavity and pharynx NOS",Any malignancy,2
41702,BB5N.00,[M]Adenomatous and adenocarcinomatous polyps of colon,Any malignancy,2
256319,174 DL,ADENOCARCINOMA BREAST ULCERATION,Any malignancy,2
306061,1991CR,CARCINOMA RECURRENT,Any malignancy,2
57225,B614000,"Hodgkin's disease, nodular sclerosis of unspecified site",Any malignancy,2
3135,B823400,Carcinoma in situ of skin of nose,Any malignancy,2
579,BBE1.00,[M]Malignant melanoma NOS,Any malignancy,2
265559,1959DE,MALIGNANT NEOPLASM FOOT,Any malignancy,2
33871,B122.00,Malignant neoplasm of ileum,Any malignancy,2
10541,BB22.00,[M]Papillary carcinoma NOS,Any malignancy,2
104895,B617.00,Nodular lymphocyte predominant Hodgkin lymphoma,Any malignancy,2
98537,B201100,Malignant neoplasm of tympanic cavity,Any malignancy,2
65434,B62z.00,Malignant neoplasms of lymphoid and histiocytic tissue NOS,Any malignancy,2
274021,ZV10714,[V]Personal history of reticulosarcoma,Any malignancy,2
22699,B803700,Carcinoma in situ of splenic flexure of colon,Any malignancy,2
215212,B67..00,Other specified leukaemia,Any malignancy,2
63598,ByuE.00,[X]Malignant neoplasms/independent (primary) multiple sites,Any malignancy,2
4473,BBY0.00,[M]Ewing's sarcoma,Any malignancy,2
34096,BB5b.00,[M]Granular cell carcinoma,Any malignancy,2
56077,B801200,Carcinoma in situ of lower 1/3 oesophagus,Any malignancy,2
59651,BBJ8.00,[M]Mixed type liposarcoma,Any malignancy,2
61692,B004.00,"Malignant neoplasm of lip unspecified, inner aspect",Any malignancy,2
37688,BBA2.00,[M]Acinar cell carcinoma,Any malignancy,2
297373,B34..11,Ca female breast,Any malignancy,2
73777,B624z00,Leukaemic reticuloendotheliosis NOS,Any malignancy,2
40438,BB5D111,[M]Bile duct carcinoma,Any malignancy,2
40513,BBkz.00,"[M]Lymphoma, nodular or follicular NOS",Any malignancy,2
292882,1619CV,CARCINOMA VOCAL CORD,Any malignancy,2
23711,BBg1000,"[M]Malignant lymphoma, diffuse NOS",Any malignancy,2
274685,1942AM,THYMOMA MALIGNANT,Any malignancy,2
26813,B21y.00,"Malignant neoplasm of larynx, other specified site",Any malignancy,2
51786,B021.00,Malignant neoplasm of submandibular gland,Any malignancy,2
41523,B223000,Malignant neoplasm of middle lobe bronchus,Any malignancy,2
34451,B31..00,Malignant neoplasm of connective and other soft tissue,Any malignancy,2
73662,BB5Wz00,[M]Oxyphilic adenoma or adenocarcinoma NOS,Any malignancy,2
57988,B305000,Malignant neoplasm of carpal bone - scaphoid,Any malignancy,2
31860,B810600,Carcinoma in situ of aryepiglottic fold,Any malignancy,2
95630,B62x600,True histiocytic lymphoma,Any malignancy,2
219892,1450C,CARCINOMA MOUTH CHEEK INTERNAL,Any malignancy,2
5932,BB06.00,"[M]Tumour cells, uncertain whether benign or malignant",Any malignancy,2
283748,1621AB,NEOPLASM MALIGNANT BRONCHUS,Any malignancy,2
224225,B612000,Hodgkin's sarcoma of unspecified site,Any malignancy,2
34823,B800500,Carcinoma in situ of cheek,Any malignancy,2
22187,B150300,Hepatocellular carcinoma,Any malignancy,2
34879,BB5J.11,[M]Cylindroid adenocarcinoma,Any malignancy,2
39875,BB5Nz00,[M]Adenomatous or adenocarcinomatous polyps of the colon NOS,Any malignancy,2
265563,2020,LYMPHOMA GIANT FOLLICULAR,Any malignancy,2
4218,B541.00,Malignant neoplasm of parathyroid gland,Any malignancy,2
210809,174 CI,CARCINOMA BREAST INDURATED,Any malignancy,2
62348,BBT1.00,[M]Haemangiosarcoma,Any malignancy,2
59381,B500100,Malignant neoplasm of iris,Any malignancy,2
37016,B33..14,Malignant neoplasm of sebaceous gland,Any malignancy,2
35014,B622.00,Sezary's disease,Any malignancy,2
242378,B625600,Letterer-Siwe disease of intrapelvic lymph nodes,Any malignancy,2
41841,BBgB.00,"[M]Malignant lymphoma, follicular centre cell NOS",Any malignancy,2
283770,2001WD,LYMPHOSARCOMA WELL DIFFERENTIATED,Any malignancy,2
306047,149 C,PHARYNX CARCINOMA,Any malignancy,2
283747,1619A,NEOPLASM MALIGNANT LARYNX,Any malignancy,2
242386,B62zz11,Immunoproliferative neoplasm,Any malignancy,2
98740,B000z00,"Malignant neoplasm of upper lip, vermilion border NOS",Any malignancy,2
27483,B240.00,Malignant neoplasm of thymus,Any malignancy,2
64947,BBk0.11,[M]Brill - Symmers' disease,Any malignancy,2
97875,B175.00,"Malignant neoplasm, overlapping lesion of pancreas",Any malignancy,2
274654,149 AT,MALIGNANT NEOPLASM PHARYNX,Any malignancy,2
106970,BBk3.00,"[M]Malig lymphoma, lymphocytic, well differentiated,nodular",Any malignancy,2
61655,ZV10211,[V]Personal history of malignant neoplasm - accessory sinus,Any malignancy,2
283746,1562C,CARCINOMA AMPULLA VATER,Any malignancy,2
233577,Byu1000,[X]Other sarcomas of the liver,Any malignancy,2
265553,1929A,MALIGNANT NEOPLASM NERVOUS SYSTEM,Any malignancy,2
30700,B10z.00,Malignant neoplasm of oesophagus NOS,Any malignancy,2
61251,BBgN.00,"[M]Malign lymphoma,lymphocytic,intermediate differn, diffuse",Any malignancy,2
274677,1729B,MALIGNANT MELANOMA SKIN,Any malignancy,2
247090,1429C,CARCINOMA SALIVARY GLAND,Any malignancy,2
5136,B911013,Choriocarcinoma,Any malignancy,2
292906,203 HC,HEAVY-CHAIN DISEASE,Any malignancy,2
106134,BBdB.00,[M]Meningeal sarcomatosis,Any malignancy,2
15221,B220.00,Malignant neoplasm of trachea,Any malignancy,2
35467,BB5az00,[M]Renal adenoma or carcinoma NOS,Any malignancy,2
35474,BB1C.00,[M]Giant cell carcinoma,Any malignancy,2
265570,2072DG,DI GUGLIELMO'S DISEASE,Any malignancy,2
49262,B627200,Follicular non-Hodgkin's large cell lymphoma,Any malignancy,2
26165,B211.00,Malignant neoplasm of supraglottis,Any malignancy,2
93352,B338.00,Squamous cell carcinoma of skin,Any malignancy,2
283752,1820A,MALIGNANT NEOPLASM UTERUS CORPUS,Any malignancy,2
66908,B306400,Malignant neoplasm of coccygeal vertebra,Any malignancy,2
98840,B610300,Hodgkin's paragranuloma of intra-abdominal lymph nodes,Any malignancy,2
60052,B55yz00,Malignant neoplasm of specified site NOS,Any malignancy,2
283751,1733AC,MALIGNANT NEOPLASM CHEEK EXTERNAL,Any malignancy,2
206194,B615700,"Hodgkin's disease, mixed cellularity of spleen",Any malignancy,2
206199,B622700,Sezary's disease of spleen,Any malignancy,2
49253,BBk0.13,[M]Giant follicular lymphoma,Any malignancy,2
247105,1736AB,MALIGNANT NEOPLASM BUTTOCK,Any malignancy,2
56715,B34y.00,Malignant neoplasm of other site of female breast,Any malignancy,2
51690,B117.00,"Malignant neoplasm, overlapping lesion of stomach",Any malignancy,2
59499,B833100,Carcinoma in situ of fallopian tube,Any malignancy,2
61997,BBj0.00,[M]Hodgkin's disease NOS,Any malignancy,2
59097,B431000,Malignant neoplasm of lower uterine segment,Any malignancy,2
269923,B180000,Malignant neoplasm of periadrenal tissue,Any malignancy,2
274684,1890W,WILM'S TUMOUR,Any malignancy,2
67323,B06y.00,"Malignant neoplasm of oropharynx, other specified sites",Any malignancy,2
34388,B17z.00,Malignant neoplasm of pancreas NOS,Any malignancy,2
265537,1561C,CARCINOMA EXTRAHEPATIC BILE DUCT,Any malignancy,2
303112,1739B,EPITHELIOMA BASAL CELL,Any malignancy,2
100906,B00z000,"Malignant neoplasm of lip, unspecified, external",Any malignancy,2
63957,B820.00,Carcinoma in situ of skin of lip,Any malignancy,2
32249,B822.11,Carcinoma in situ of ear,Any malignancy,2
49447,ZV10018,[V]Personal history of malignant neoplasm of stomach,Any malignancy,2
12490,B550200,Malignant neoplasm of nose NOS,Any malignancy,2
306050,159 C,GASTROINTESTINAL CARCINOMA,Any malignancy,2
11009,B1z..00,Malig neop oth/ill-defined sites digestive tract/peritoneum,Any malignancy,2
68999,BBK2z00,[M]Myoma or myosarcoma NOS,Any malignancy,2
106569,B500200,Malignant neoplasm of crystalline lens,Any malignancy,2
41803,BBf..00,[M]Granular cell tumours and alveolar soft part sarcoma,Any malignancy,2
98797,BBLD.00,[M]Embryonal sarcoma,Any malignancy,2
68155,B430100,Malignant neoplasm of fundus of corpus uteri,Any malignancy,2
92329,B48yz00,Malignant neoplasm of other male genital organ NOS,Any malignancy,2
39522,BBV..00,[M]Osteomas and osteosarcomas,Any malignancy,2
283758,1959AG,MALIGNANT NEOPLASM NECK,Any malignancy,2
28665,B07z.00,Malignant neoplasm of nasopharynx NOS,Any malignancy,2
37516,B054.00,Malignant neoplasm of uvula,Any malignancy,2
303158,203 N,MYELOMA,Any malignancy,2
99702,BBn3.00,"[M]Plasma cell tumour, malignant",Any malignancy,2
283089,ZV10712,[V]Personal history of lymphosarcoma,Any malignancy,2
265539,1609A,MALIGNANT NEOPLASM SINUS (ACCESSORY RESP,Any malignancy,2
21792,B808600,Carcinoma in situ of ampulla of Vater,Any malignancy,2
224235,B623500,Malignant histiocytosis of lymph nodes inguinal and leg,Any malignancy,2
59284,BB82114,[M]Mucous adenocarcinoma,Any malignancy,2
57513,BB2C.11,"[M]Epidermoid carcinoma, keratinising type",Any malignancy,2
56600,BB2A.11,[M]Epidermoid carcinoma NOS,Any malignancy,2
37542,BBQ7300,[M]Teratocarcinoma,Any malignancy,2
279069,B622800,Sezary's disease of lymph nodes of multiple sites,Any malignancy,2
40303,BBET.00,[M]Mixed epithelioid and spindle melanoma,Any malignancy,2
3811,B134.00,Malignant neoplasm of caecum,Any malignancy,2
66327,B620000,Nodular lymphoma of unspecified site,Any malignancy,2
233361,B691.00,Chronic myelomonocytic leukaemia,Any malignancy,2
34891,BBF2.00,[M]Sarcomatosis NOS,Any malignancy,2
37842,B303000,Malignant neoplasm of rib,Any malignancy,2
66541,BB1J.12,[M]Round cell carcinoma,Any malignancy,2
51852,BBgD.00,"[M]Malig lymphoma, lymphocytic, intermediate different NOS",Any malignancy,2
278969,B051z00,Malignant neoplasm of vestibule of mouth NOS,Any malignancy,2
237958,2022GR,SARCOMA GRANULOCYTIC,Any malignancy,2
269953,B470100,Malignant neoplasm of retained testis,Any malignancy,2
72277,BB5V700,[M]Basophil carcinoma,Any malignancy,2
24675,B07..00,Malignant neoplasm of nasopharynx,Any malignancy,2
303155,2022,LYMPHOMA,Any malignancy,2
66447,B335A00,Malignant neoplasm of skin of scapular region,Any malignancy,2
301592,ZV10012,[V]Personal history of malig neop of gastrointestinal tract,Any malignancy,2
70126,B520100,Malignant neoplasm of optic nerve,Any malignancy,2
98500,B002200,"Malignant neoplasm of upper lip, mucosa",Any malignancy,2
233346,B624500,Leukaemic reticuloend of lymph nodes inguinal region and leg,Any malignancy,2
24852,B016.00,Malignant neoplasm of lingual tonsil,Any malignancy,2
233356,B651.00,Chronic myeloid leukaemia,Any malignancy,2
210821,2059MC,MYELOCYTIC LEUKAEMIA,Any malignancy,2
71869,BBf2.00,[M]Alveolar soft part sarcoma,Any malignancy,2
43380,B81y600,Carcinoma in situ of maxillary sinus,Any malignancy,2
99621,B520.00,Malignant neoplasm of cranial nerves,Any malignancy,2
201885,1890NR,NODULAR RENAL BLASTOMA,Any malignancy,2
279321,Byu8100,[X]Malignant neoplasm/overlapping lesion/male genital organs,Any malignancy,2
37810,B220z00,Malignant neoplasm of trachea NOS,Any malignancy,2
27439,BBTA.00,[M]Kaposi's sarcoma,Any malignancy,2
65122,B624000,Leukaemic reticuloendotheliosis of unspecified sites,Any malignancy,2
54186,B313100,Malignant neoplasm of diaphragm,Any malignancy,2
279091,B6y1.11,Megakaryocytic myelosclerosis,Any malignancy,2
37940,B072000,Malignant neoplasm of pharyngeal recess,Any malignancy,2
233252,B073000,Malignant neoplasm of floor of nasopharynx,Any malignancy,2
292870,1420A,PAROTID MALIGNANT NEOPLASM,Any malignancy,2
50605,BBDB.00,[M]Glomangiosarcoma,Any malignancy,2
219927,208 CE,ERYTHRAEMIA CHRONIC,Any malignancy,2
63925,ByuA200,"[X]Malignant neoplasm of meninges, unspecified",Any malignancy,2
38032,B825300,Carcinoma in situ of skin of back,Any malignancy,2
210813,186 TA,TERATOMA,Any malignancy,2
44452,B300C00,Malignant neoplasm of vomer,Any malignancy,2
228994,1739C,CARCINOMA SKIN,Any malignancy,2
279034,B507z00,Malignant neoplasm of lacrimal duct NOS,Any malignancy,2
46548,B071100,Malignant neoplasm of pharyngeal tonsil,Any malignancy,2
31511,B823500,Carcinoma in situ of skin of temple,Any malignancy,2
24374,B0...11,"Carcinoma of lip, oral cavity and pharynx",Any malignancy,2
65642,B623300,Malignant histiocytosis of intra-abdominal lymph nodes,Any malignancy,2
23399,B344.00,Malignant neoplasm of upper-outer quadrant of female breast,Any malignancy,2
99896,B12y.00,Malignant neoplasm of other specified site small intestine,Any malignancy,2
71625,B601000,Lymphosarcoma of unspecified site,Any malignancy,2
28291,BB69.00,[M]Sebaceous adenoma and adenocarcinoma,Any malignancy,2
303149,1991AD,ADENOCARCINOMA,Any malignancy,2
38475,B34yz00,Malignant neoplasm of other site of female breast NOS,Any malignancy,2
38481,BBTK.00,"[M]Epithelioid haemangioendothelioma, malignant",Any malignancy,2
106349,B61z.11,Hodgkin lymphoma NOS,Any malignancy,2
27965,BBv2.00,[M]AngiocentricT-cell lymphoma,Any malignancy,2
86820,BBP7.00,"[M]Mesothelioma, biphasic type, malignant",Any malignancy,2
44356,B2z..00,Malig neop other/ill-defined sites resp/intrathoracic organs,Any malignancy,2
260776,B671.00,Chronic erythraemia,Any malignancy,2
37112,B6...11,Malignant neoplasm of histiocytic tissue,Any malignancy,2
247108,1890MB,MESOBLASTIC NEPHROMA,Any malignancy,2
61741,B304200,Malignant neoplasm of humerus,Any malignancy,2
247102,1723A,NOSE EXTERNAL MALIGNANT NEOPLASM,Any malignancy,2
61103,B823300,Carcinoma in situ of skin of cheek,Any malignancy,2
38685,BB5fz00,[M]Thyroid adenoma or adenocarcinoma NOS,Any malignancy,2
38689,B325.00,Malignant melanoma of trunk (excluding scrotum),Any malignancy,2
274673,1702P,MALIGNANT NEOPLASM SPINE,Any malignancy,2
260714,B444.00,Malignant neoplasm of round ligament,Any malignancy,2
27855,B140.00,Malignant neoplasm of rectosigmoid junction,Any malignancy,2
62941,BBe2.00,[M]Neurofibrosarcoma,Any malignancy,2
