medcode,readcode,readterm,cat,score,CC,TERMID,TERM60
27811,B804000,Carcinoma in situ of rectosigmoid junction,Any malignancy,2,B8040,Y7IsT,Carcinoma in situ of rectosigmoid junction
70728,B807z00,Carcinoma in situ other and unspecified small intestine NOS,Any malignancy,2,B807z,Y7K0j,Carcinoma in situ other and unspecified small intestine NOS
279077,B626100,"Mast cell malignancy of lymph nodes of head, face and neck",Any malignancy,2,B6261,Y7JKT,"Mast cell malignancy of lymph nodes of head, face and neck"
7856,BBJH.00,[M]Dedifferentiated liposarcoma,Any malignancy,2,BBJH.,00Efz,[M]Dedifferentiated liposarcoma
269999,B622200,Sezary's disease of intrathoracic lymph nodes,Any malignancy,2,B6222,Y7JJk,Sezary's disease of intrathoracic lymph nodes
279087,B660.00,Acute monocytic leukaemia,Any malignancy,2,B660.,Y7HOn,Acute monocytic leukaemia
104620,B62F100,Mantle cell lymphoma,Any malignancy,2,XaPQD,YS8r4,Mantle cell lymphoma
104743,B613800,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites",Any malignancy,2,B6138,Y7JIZ,"Hodgkin's, lymphocytic-histiocytic pred of multiple sites"
71044,B828900,Melanoma in situ of back,Any malignancy,2,XaFw7,Yah7I,Melanoma in situ of back
93384,B62z200,Unspec malig neop lymphoid/histiocytic of intrathoracic node,Any malignancy,2,B62z2,Y7JKq,Unspec malig neop lymphoid/histiocytic of intrathoracic node
3968,B34..00,Malignant neoplasm of female breast,Any malignancy,2,B34..,Y7JhJ,Malignant neoplasm of female breast
96782,B003z00,"Malignant neoplasm of lower lip, inner aspect NOS",Any malignancy,2,B003z,Y7JR3,"Malignant neoplasm of lower lip, inner aspect NOS"
215211,B66..00,Monocytic leukaemia,Any malignancy,2,B66..,Y7JLj,Monocytic leukaemia
48820,B410.00,Malignant neoplasm of endocervix,Any malignancy,2,B410.,Y7JiX,Malignant neoplasm of endocervix
92371,B304300,Malignant neoplasm of radius,Any malignancy,2,B3043,Y7JbG,Malignant neoplasm of radius
58958,B323500,Malignant melanoma of temple,Any malignancy,2,B3235,Y7JeB,Malignant melanoma of temple
101465,B62z800,Unspec malig neop lymphoid/histiocytic of multiple sites,Any malignancy,2,B62z8,Y7JKw,Unspec malig neop lymphoid/histiocytic of multiple sites
64515,ByuDC00,"[X]Diffuse non-Hodgkin's lymphoma, unspecified",Any malignancy,2,ByuDC,YMA9S,"[X]Diffuse non-Hodgkin's lymphoma, unspecified"
36321,ZV67B00,[V]Folow-up exam aft unspec treatment for malignant neoplasm,Any malignancy,2,ZV67B,YM9nb,[V]Folow-up exam aft unspec treatment for malignant neoplasm
104609,4M71.00,Clark melanoma level 2,Any malignancy,2,XSHw5,YSSvl,Clark melanoma level 2
25372,B812z00,Carcinoma in situ of bronchus or lung NOS,Any malignancy,2,B812z,Y7K04,Carcinoma in situ of bronchus or lung NOS
43715,B325600,Malignant melanoma of umbilicus,Any malignancy,2,B3256,Y7JeO,Malignant melanoma of umbilicus
97852,BBk7.00,"[M]Malignant lymphoma, centroblastic type, follicular",Any malignancy,2,BBk7.,YMHql,"[M]Malignant lymphoma, centroblastic type, follicular"
101778,B442.00,Malignant neoplasm of broad ligament,Any malignancy,2,B442.,Y7Jhn,Malignant neoplasm of broad ligament
93665,Byu5300,"[X]Kaposi's sarcoma, unspecified",Any malignancy,2,Byu53,YMA8c,"[X]Kaposi's sarcoma, unspecified"
36371,B225.00,Malignant neoplasm of overlapping lesion of bronchus & lung,Any malignancy,2,B225.,YMAyR,Malignant neoplasm of overlapping lesion of bronchus & lung
51873,B327100,Malignant melanoma of thigh,Any malignancy,2,B3271,Y7Jea,Malignant melanoma of thigh
49862,BBV1.11,[M]Osteoblastic sarcoma,Any malignancy,2,BBV1.,11EkK,[M]Osteoblastic sarcoma
26454,B45X.00,Malignant neoplasm/overlapping lesion/feml genital organs,Any malignancy,2,B45X.,0.00E+00,Malignant neoplasm/overlapping lesion/feml genital organs
19657,B911000,Malignant hydatidiform mole,Any malignancy,2,XE2vj,Y7HEj,Malignant hydatidiform mole
93778,B1z1z00,Malignant neoplasm of spleen NOS,Any malignancy,2,B1z1z,Y7JMG,Malignant neoplasm of spleen NOS
49054,B304000,Malignant neoplasm of scapula,Any malignancy,2,B3040,Y7JbD,Malignant neoplasm of scapula
12464,B62x200,Peripheral T-cell lymphoma,Any malignancy,2,Xa0Th,YMJxq,Peripheral T-cell lymphoma
95046,BB60.00,[M]Skin appendage adenoma and carcinoma,Any malignancy,2,BB60.,Y7H1Y,[M]Skin appendage adenoma and carcinoma
94441,B003300,"Malignant neoplasm of lower lip, oral aspect",Any malignancy,2,B0033,00DpO,"Malignant neoplasm of lower lip, oral aspect"
40592,Byu5.00,[X]Malignant neoplasm of mesothelial and soft tissue,Any malignancy,2,Byu5.,YMA8Y,[X]Malignant neoplasm of mesothelial and soft tissue
35963,B492.00,Malignant neoplasm of lateral wall of urinary bladder,Any malignancy,2,B492.,Y7Jkn,Malignant neoplasm of lateral wall of urinary bladder
17460,B627700,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma,Any malignancy,2,B6277,YMBAY,Diffuse non-Hodgkin's lymphoblastic (diffuse) lymphoma
46497,B81y000,Carcinoma in situ of pleura,Any malignancy,2,B81y0,Y7K0I,Carcinoma in situ of pleura
38005,B621z00,Mycosis fungoides NOS,Any malignancy,2,B621z,Y7JJg,Mycosis fungoides NOS
206164,B521000,Malignant neoplasm of cerebral dura mater,Any malignancy,2,B5210,Y7Jm7,Malignant neoplasm of cerebral dura mater
62399,B332z00,Malig neop skin of ear and external auricular canal NOS,Any malignancy,2,B332z,Y7JcD,Malig neop skin of ear and external auricular canal NOS
19415,B0...00,"Malignant neoplasm of lip, oral cavity and pharynx",Any malignancy,2,XE2rk,Y7JQ0,"Malignant neoplasm of lip, oral cavity and pharynx"
48073,B510000,Malignant neoplasm of basal ganglia,Any malignancy,2,B5100,Y7JlK,Malignant neoplasm of basal ganglia
224152,B305400,Malignant neoplasm of carpal bone - trapezium,Any malignancy,2,B3054,Y7JbP,Malignant neoplasm of carpal bone - trapezium
13243,B22..00,"Malignant neoplasm of trachea, bronchus and lung",Any malignancy,2,B22..,Y7JW4,"Malignant neoplasm of trachea, bronchus and lung"
219226,ZV10700,[V]Personal history other lymphatic/haematopoietic neoplasm,Any malignancy,2,ZV107,Ya0Jz,[V]Personal history other lymphatic/haematopoietic neoplasm
58601,B337100,Malignant neoplasm of skin of thigh,Any malignancy,2,B3371,Y7Jcm,Malignant neoplasm of skin of thigh
50289,B241z00,Malignant neoplasm of heart NOS,Any malignancy,2,B241z,Y7JXF,Malignant neoplasm of heart NOS
17093,B802.00,Carcinoma in situ of stomach,Any malignancy,2,B802.,Y7K0T,Carcinoma in situ of stomach
64971,B520000,Malignant neoplasm of olfactory bulb,Any malignancy,2,B5200,Y7JmK,Malignant neoplasm of olfactory bulb
46939,B302000,Malignant neoplasm of cervical vertebra,Any malignancy,2,B3020,Y7Jb0,Malignant neoplasm of cervical vertebra
57047,B544.00,Malignant neoplasm of carotid body,Any malignancy,2,B544.,YM0k9,Malignant neoplasm of carotid body
49572,B828700,Melanoma in situ of scalp,Any malignancy,2,XaFsS,Yah3O,Melanoma in situ of scalp
70988,B337000,Malignant neoplasm of skin of hip,Any malignancy,2,B3370,Y7Jcl,Malignant neoplasm of skin of hip
99655,BBg6.00,[M]Lymphosarcoma NOS,Any malignancy,2,BBg6.,Y7HMM,[M]Lymphosarcoma NOS
60477,B804.00,Carcinoma in situ of rectum and rectosigmoid junction,Any malignancy,2,B804.,Y7K0v,Carcinoma in situ of rectum and rectosigmoid junction
95182,B308100,Malignant neoplasm of talus,Any malignancy,2,B3081,Y7Jbq,Malignant neoplasm of talus
233579,Byu5000,[X]Mesothelioma of other sites,Any malignancy,2,XE1wg,YMA8Z,[X]Mesothelioma of other sites
54790,B826200,Carcinoma in situ of skin of lower arm,Any malignancy,2,B8262,Y7K1s,Carcinoma in situ of skin of lower arm
50777,B524600,"Malignant neoplasm,overlap lesion periph nerve & auton ns",Any malignancy,2,B5246,YMAxq,"Malignant neoplasm,overlap lesion periph nerve & auton ns"
279003,B309.00,"Malignant neoplasm, overlap les bone and artic cart of limbs",Any malignancy,2,B309.,YMArC,"Malignant neoplasm, overlap les bone and artic cart of limbs"
70696,B02y.00,Malignant neoplasm of other major salivary glands,Any malignancy,2,B02y.,Y7JTD,Malignant neoplasm of other major salivary glands
40950,D401100,Familial erythrophagocytic lymph histiocytosis,Any malignancy,2,D4011,00FSo,Familial erythrophagocytic lymph histiocytosis
52594,B4z..00,Malignant neoplasm of genitourinary organ NOS,Any malignancy,2,B4z..,Y7JPo,Malignant neoplasm of genitourinary organ NOS
7187,B837.00,Carcinoma in situ of bladder,Any malignancy,2,B837.,Y7K3D,Carcinoma in situ of bladder
40492,BBe9.00,"[M]Triton tumour, malignant",Any malignancy,2,BBe9.,00Eo1,"[M]Triton tumour, malignant"
297357,B312.00,Malig neop of connective and soft tissue of hip and leg,Any malignancy,2,B312.,Y7Jgd,Malig neop of connective and soft tissue of hip and leg
59520,B300200,Malignant neoplasm of malar bone,Any malignancy,2,B3002,Y7Jan,Malignant neoplasm of malar bone
89909,B003200,"Malignant neoplasm of lower lip, mucosa",Any malignancy,2,B0032,YM1hZ,"Malignant neoplasm of lower lip, mucosa"
49159,B812000,Carcinoma in situ of carina of bronchus,Any malignancy,2,B8120,Y7K09,Carcinoma in situ of carina of bronchus
51237,B303z00,"Malignant neoplasm of rib, sternum and clavicle NOS",Any malignancy,2,B303z,Y7JbB,"Malignant neoplasm of rib, sternum and clavicle NOS"
103995,B545z00,Malignant neoplasm of aortic body or paraganglia NOS,Any malignancy,2,B545z,YM0kE,Malignant neoplasm of aortic body or paraganglia NOS
40766,BBm5.00,[M] Peripheral T-cell lymphoma NOS,Any malignancy,2,BBm5.,YMB9v,[M] Peripheral T-cell lymphoma NOS
94995,B620500,Nodular lymphoma of lymph nodes of inguinal region and leg,Any malignancy,2,B6205,Y7JJR,Nodular lymphoma of lymph nodes of inguinal region and leg
103946,B220100,Malignant neoplasm of mucosa of trachea,Any malignancy,2,B2201,Y7JW7,Malignant neoplasm of mucosa of trachea
97628,ByuF600,[X]Melanoma in situ of other sites,Any malignancy,2,ByuF6,YMA9f,[X]Melanoma in situ of other sites
12273,B806.00,Carcinoma in situ of anus NOS,Any malignancy,2,B806.,Y7K10,Carcinoma in situ of anus NOS
95559,B81yz00,Carcinoma in situ of specified parts respiratory system NOS,Any malignancy,2,B81yz,Y7K0G,Carcinoma in situ of specified parts respiratory system NOS
4555,B45..00,Malig neop of other and unspecified female genital organs,Any malignancy,2,B45..,Y7Jhs,Malig neop of other and unspecified female genital organs
19665,B824000,Carcinoma in situ of scalp,Any malignancy,2,B8240,Y7K1b,Carcinoma in situ of scalp
95057,B34y000,Malignant neoplasm of ectopic site of female breast,Any malignancy,2,B34y0,Y7JhV,Malignant neoplasm of ectopic site of female breast
27897,B143.00,Malignant neoplasm of anus unspecified,Any malignancy,2,B143.,Y7JZM,Malignant neoplasm of anus unspecified
40595,Byu2000,"[X]Malignant neoplasm of bronchus or lung, unspecified",Any malignancy,2,Byu20,YMA8I,"[X]Malignant neoplasm of bronchus or lung, unspecified"
68783,BB60100,[M]Skin appendage carcinoma,Any malignancy,2,BB601,YMHha,[M]Skin appendage carcinoma
38961,B22y.00,Malignant neoplasm of other sites of bronchus or lung,Any malignancy,2,B22y.,Y7JWU,Malignant neoplasm of other sites of bronchus or lung
57446,B335.00,"Malignant neoplasm of skin of trunk, excluding scrotum",Any malignancy,2,B335.,Y7JcQ,"Malignant neoplasm of skin of trunk, excluding scrotum"
71262,B62y600,Malignant lymphoma NOS of intrapelvic lymph nodes,Any malignancy,2,B62y6,Y7JKj,Malignant lymphoma NOS of intrapelvic lymph nodes
62610,B81z.00,Carcinoma in situ of respiratory organ NOS,Any malignancy,2,B81z.,Y7K0H,Carcinoma in situ of respiratory organ NOS
93842,B062300,Malignant neoplasm of palatopharyngeal arch,Any malignancy,2,B0623,00Dqm,Malignant neoplasm of palatopharyngeal arch
45793,B430300,Malignant neoplasm of myometrium of corpus uteri,Any malignancy,2,B4303,Y7JiM,Malignant neoplasm of myometrium of corpus uteri
36161,B012.00,"Malignant neoplasm of tongue, tip and lateral border",Any malignancy,2,B012.,Y7JRH,"Malignant neoplasm of tongue, tip and lateral border"
91509,B471z00,Malignant neoplasm of descended testis NOS,Any malignancy,2,XaMeL,Yapfn,Malignant neoplasm of descended testis NOS
26858,BB5C.00,[M]Gastrinoma and carcinomas,Any malignancy,2,BB5C.,Y7Gyn,[M]Gastrinoma and carcinomas
297359,B312z00,Malig neop connective and soft tissue hip and leg NOS,Any malignancy,2,B312z,Y7Jge,Malig neop connective and soft tissue hip and leg NOS
66750,B24z.00,"Malignant neoplasm of heart, thymus and mediastinum NOS",Any malignancy,2,B24z.,Y7JW3,"Malignant neoplasm of heart, thymus and mediastinum NOS"
50152,B306500,Malignant sacral teratoma,Any malignancy,2,XaKWz,YanpI,Malignant sacral teratoma
95338,B613600,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes",Any malignancy,2,B6136,Y7JIX,"Hodgkin's, lymphocytic-histiocytic pred intrapelvic nodes"
96094,B119.00,Siewert type III adenocarcinoma,Any malignancy,2,XaOrB,YarLr,Siewert type III adenocarcinoma
51895,BBgz.00,"[M]Lymphoma, diffuse or NOS",Any malignancy,2,BBgz.,Y7HMO,"[M]Lymphoma, diffuse or NOS"
73164,B808400,Carcinoma in situ of cystic duct,Any malignancy,2,B8084,Y7K1C,Carcinoma in situ of cystic duct
39312,BBM8.00,[M]Cystosarcoma phyllodes NOS,Any malignancy,2,BBM8.,Y7HCo,[M]Cystosarcoma phyllodes NOS
34269,BB69100,[M]Sebaceous adenocarcinoma,Any malignancy,2,BB691,YMIb8,[M]Sebaceous adenocarcinoma
16280,B550400,Malignant neoplasm of neck NOS,Any malignancy,2,B5504,Y7Jtc,Malignant neoplasm of neck NOS
251583,B681.00,Chronic leukaemia NOS,Any malignancy,2,B681.,Y7JLH,Chronic leukaemia NOS
40443,B33..15,Malignant neoplasm of sweat gland,Any malignancy,2,X78h7,Y7JdU,Malignant neoplasm of sweat gland
224142,B220000,Malignant neoplasm of cartilage of trachea,Any malignancy,2,B2200,Y7JW8,Malignant neoplasm of cartilage of trachea
71031,B600100,"Reticulosarcoma of lymph nodes of head, face and neck",Any malignancy,2,B6001,Y7JHL,"Reticulosarcoma of lymph nodes of head, face and neck"
95458,B300300,Malignant neoplasm of nasal bone,Any malignancy,2,B3003,Y7Jao,Malignant neoplasm of nasal bone
65241,B51y200,"Malignant neoplasm, overlapping lesion of brain",Any malignancy,2,XaC1Q,YabVk,"Malignant neoplasm, overlapping lesion of brain"
206168,B540.11,Phaeochromocytoma,Any malignancy,2,Xa99P,Y7H74,Phaeochromocytoma
24228,B831000,Carcinoma in situ of endocervix,Any malignancy,2,B8310,YMAyl,Carcinoma in situ of endocervix
260763,B622600,Sezary's disease of intrapelvic lymph nodes,Any malignancy,2,B6226,Y7JJo,Sezary's disease of intrapelvic lymph nodes
64309,ByuB100,"[X]Malignant neoplasm of endocrine gland, unspecified",Any malignancy,2,ByuB1,YMA94,"[X]Malignant neoplasm of endocrine gland, unspecified"
106867,B62F.11,Non-follicular lymphoma,Any malignancy,2,B62F.,11EB3,Non-follicular lymphoma
60772,B450z00,Malignant neoplasm of vagina NOS,Any malignancy,2,B450z,Y7Jin,Malignant neoplasm of vagina NOS
39878,B327300,Malignant melanoma of popliteal fossa area,Any malignancy,2,B3273,Y7Jec,Malignant melanoma of popliteal fossa area
47656,B803500,Carcinoma in situ of appendix,Any malignancy,2,B8035,Y7K0l,Carcinoma in situ of appendix
47862,B213300,Malignant neoplasm of thyroid cartilage,Any malignancy,2,B2133,Y7JVh,Malignant neoplasm of thyroid cartilage
34000,BB80100,[M]Cystadenocarcinoma NOS,Any malignancy,2,BB801,Y7H2r,[M]Cystadenocarcinoma NOS
55098,B550000,Malignant neoplasm of head NOS,Any malignancy,2,B5500,Y7Jta,Malignant neoplasm of head NOS
6806,B12..00,Malignant neoplasm of small intestine and duodenum,Any malignancy,2,B12..,Y7JYZ,Malignant neoplasm of small intestine and duodenum
45760,B325z00,"Malignant melanoma of trunk, excluding scrotum, NOS",Any malignancy,2,B325z,Y7JeP,"Malignant melanoma of trunk, excluding scrotum, NOS"
206208,B65..00,Myeloid leukaemia,Any malignancy,2,B65..,Y7JLT,Myeloid leukaemia
38321,B936.12,Plasmacytoma NOS,Any malignancy,2,XaBLx,YMIYn,Plasmacytoma NOS
99200,BBj7.00,"[M]Hodgkin's disease, nodular sclerosis, cellular phase",Any malignancy,2,BBj7.,YMIME,"[M]Hodgkin's disease, nodular sclerosis, cellular phase"
34089,B62y400,Malignant lymphoma NOS of lymph nodes of axilla and arm,Any malignancy,2,B62y4,Y7JKh,Malignant lymphoma NOS of lymph nodes of axilla and arm
97954,B81y.00,Carcinoma in situ of other specified part respiratory system,Any malignancy,2,XE1wG,Y7K0F,Carcinoma in situ of other specified part respiratory system
98142,B107.00,Siewert type I adenocarcinoma,Any malignancy,2,XaOrV,YarMB,Siewert type I adenocarcinoma
37510,BBLG.00,[M]Carcinoma in pleomorphic adenoma,Any malignancy,2,BBLG.,00EhJ,[M]Carcinoma in pleomorphic adenoma
39027,ByuC000,[X]Malignant neoplasm of other specified sites,Any malignancy,2,ByuC0,YMA96,[X]Malignant neoplasm of other specified sites
103440,BB3E.00,"[M]Basal cell carcinoma, micronodular",Any malignancy,2,BB3E.,00EVp,"[M]Basal cell carcinoma, micronodular"
64630,B827z00,Carcinoma in situ of skin of lower limb or hip NOS,Any malignancy,2,B827z,Y7K22,Carcinoma in situ of skin of lower limb or hip NOS
21698,B221z00,Malignant neoplasm of main bronchus NOS,Any malignancy,2,B221z,Y7JWF,Malignant neoplasm of main bronchus NOS
67949,B48y.00,Malignant neoplasm of other male genital organ,Any malignancy,2,B48y.,Y7JjC,Malignant neoplasm of other male genital organ
48519,B065.00,Malignant neoplasm of junctional region of epiglottis,Any malignancy,2,B065.,Y7JVl,Malignant neoplasm of junctional region of epiglottis
54956,B50z.00,Malignant neoplasm of eye NOS,Any malignancy,2,B50z.,Y7JnT,Malignant neoplasm of eye NOS
25961,BB17.00,[M]Large cell carcinoma NOS,Any malignancy,2,BB17.,YaXGu,[M]Large cell carcinoma NOS
67914,B337900,Malignant neoplasm of skin of great toe,Any malignancy,2,B3379,Y7Jcu,Malignant neoplasm of skin of great toe
224187,B470200,Seminoma of undescended testis,Any malignancy,2,XaELJ,Yaemo,Seminoma of undescended testis
39717,B81y100,Carcinoma in situ of nasal cavity,Any malignancy,2,B81y1,Y7JzT,Carcinoma in situ of nasal cavity
68236,B550.00,"Malignant neoplasm of head, neck and face",Any malignancy,2,B550.,Y7JtX,"Malignant neoplasm of head, neck and face"
94005,B615z00,"Hodgkin's disease, mixed cellularity NOS",Any malignancy,2,B615z,Y7JIw,"Hodgkin's disease, mixed cellularity NOS"
105020,B628300,Follicular lymphoma grade 3a,Any malignancy,2,XaYil,Yav1i,Follicular lymphoma grade 3a
67107,B230.00,Malignant neoplasm of parietal pleura,Any malignancy,2,B230.,Y7JX3,Malignant neoplasm of parietal pleura
37859,B110z00,Malignant neoplasm of cardia of stomach NOS,Any malignancy,2,B110z,Y7JY4,Malignant neoplasm of cardia of stomach NOS
96379,B621400,Mycosis fungoides of lymph nodes of axilla and upper limb,Any malignancy,2,B6214,Y7JJb,Mycosis fungoides of lymph nodes of axilla and upper limb
30165,B18y200,Malignant neoplasm of mesorectum,Any malignancy,2,B18y2,Y7Jg0,Malignant neoplasm of mesorectum
96445,B300B00,Malignant neoplasm of turbinate,Any malignancy,2,B300B,Y7Jaw,Malignant neoplasm of turbinate
18608,B3...00,"Malig neop of bone, connective tissue, skin and breast",Any malignancy,2,XE2vO,Y7JPr,"Malig neop of bone, connective tissue, skin and breast"
279068,B620700,Nodular lymphoma of spleen,Any malignancy,2,B6207,Y7JJT,Nodular lymphoma of spleen
18255,BB5L.00,[M]Adenomatous and adenocarcinomatous polyps,Any malignancy,2,BB5L.,Y7GwH,[M]Adenomatous and adenocarcinomatous polyps
206201,B624300,Leukaemic reticuloend of intra-abdominal lymph nodes,Any malignancy,2,B6243,Y7JK7,Leukaemic reticuloend of intra-abdominal lymph nodes
9267,B812.00,Carcinoma in situ of bronchus and lung,Any malignancy,2,B812.,Y7K03,Carcinoma in situ of bronchus and lung
